재무제표종류,재무제표구분,연결/별도,회사명,Industry,상장시장,결산기준일,Year,보고서종류,항목명,주요계정,계정코드,당기,전기
"포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)",PL,연결,롯데케미칼,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,7.56666E+11,1.64193E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,1.00974E+13,9.15827E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,4.62176E+11,7.14971E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,4.02366E+11,7.45049E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.01405E+12,9.12407E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,40117084694,34806257357
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,20262797014,18495997523
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.3201E+12,1.27857E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,22160381500,27363843052
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,4352741225,8512514779
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,8.3681E+11,8.43763E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,80843087437,79193662571
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,28890961841,17205475369
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,매출액,매출액,D,6.57826E+11,6.12227E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,40396706232,47746036880
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-16182525437,23420444781
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,4.22206E+11,3.45522E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,1834111614,-18958791479
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-9608632112,-11695786527
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,엔에이치엔,Technology,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,86677182906,68637421201
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,엔에이치엔,Technology,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,23173213422,1.04748E+11
포괄손익계산서(세후기타포괄손익) - 연결재무제표,PL,연결,이수화학,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-18913644124,-1610849752
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,인포뱅크,Telecommunications,KOSDAQ,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.19477E+11,1.22038E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,인포뱅크,Telecommunications,KOSDAQ,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,794190752,2380162506
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,인포뱅크,Telecommunications,KOSDAQ,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1179012722,3153103959
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,일동제약,Healthcare,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,-1372527630,28343242816
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,일동제약,Healthcare,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-13443583234,12720690131
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,진양홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,2.25285E+11,2.41827E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,진양홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,12873508902,9302659639
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,진양홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,22883348761,4644023694
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,카카오,Technology,KOSDAQ,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,2.06786E+11,72948889927
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,카카오,Technology,KOSDAQ,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-3.41925E+11,15888859209
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,케이씨씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,2.71956E+12,3.08103E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,케이씨씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,1.3321E+11,2.00864E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,케이씨씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-2.21877E+11,-23103553364
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,4.40596E+12,4.32449E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,1.24523E+11,1.05016E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-22220930243,-4522543930
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱플라스틱,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,3.30285E+11,3.21335E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱플라스틱,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,10306154621,19372411247
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,코오롱플라스틱,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,5389002564,12266307571
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,크라운해태홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업수익(매출액),매출액,D,1.05521E+12,1.09208E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,크라운해태홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,39432521566,41544954339
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,크라운해태홀딩스,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-22509197937,10819579466
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,팜스코,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.16497E+12,1.01567E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,팜스코,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,20207651634,23720601603
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,팜스코,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-7958646615,3453458243
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,포스코,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,6.43668E+13,6.49778E+13
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,포스코,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,3.86885E+12,5.5426E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,포스코,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1.98264E+12,1.89206E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한국항공우주,Aviation,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,3.11016E+12,2.78602E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한국항공우주,Aviation,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,2.75564E+11,1.46383E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한국항공우주,Aviation,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1.68292E+11,55539464108
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한라,Construction,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.30489E+12,1.29971E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한라,Construction,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,67694163381,59876991354
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한라,Construction,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,2723762874,-12072113815
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한신공영,Construction,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,1.62329E+12,2.14218E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한신공영,Construction,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,1.2454E+11,2.14467E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한신공영,Construction,KOSPI,2019-12-31,2019,사업보고서,당기순이익,당기순이익(손실),F,72069234706,1.62009E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한올바이오파마,Healthcare,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.08452E+11,91839350940
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한올바이오파마,Healthcare,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,17089604759,5473828377
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한올바이오파마,Healthcare,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,19174349790,3300102186
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한진,Services,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,2.06234E+12,1.95077E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한진,Services,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,90655085859,42078552616
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한화솔루션,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,9.50329E+12,9.04604E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한화솔루션,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,3.78326E+11,3.54346E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",PL,연결,한화솔루션,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순손익,당기순이익(손실),F,-2.48865E+11,1.60445E+11
"손익계산서, 기능별 분류 - 별도재무제표",PL,별도,이수화학,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,1.21214E+12,1.21589E+12
"손익계산서, 기능별 분류 - 별도재무제표",PL,별도,이수화학,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,18113675921,25942689679
"손익계산서, 기능별 분류 - 별도재무제표",PL,별도,이수화학,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-4431369126,28334323295
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,BGF리테일,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,5.9434E+12,5.77416E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,BGF리테일,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,1.95444E+11,1.90268E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,BGF리테일,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1.49768E+11,1.54142E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,CJ CGV,Media,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.04637E+12,9.59827E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,CJ CGV,Media,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,75206714163,45703619554
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,CJ CGV,Media,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-66062360898,-3.25093E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,LIG넥스원,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.45189E+12,1.47721E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,LIG넥스원,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,18099091828,24311094033
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,LIG넥스원,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,3185323837,4458063714
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SIMPAC,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,3.91971E+11,2.68864E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SIMPAC,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,8438305472,7215888308
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SIMPAC,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,11507258860,62381304010
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SK가스,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,3.97339E+12,4.80864E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SK가스,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,1.54007E+11,72174497229
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,SK가스,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,75505264941,87766232542
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,고려아연,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,7.29248E+11,6.47503E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,극동유화,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,7.92464E+11,8.29437E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,극동유화,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,16916967501,18998003498
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,극동유화,Energy and Natural Resources,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,13224031683,14673644371
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,대덕전자,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,1.06056E+12,5.90732E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,대덕전자,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,51828246347,34916645705
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,대덕전자,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,67614732525,2.62339E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,대웅제약,Healthcare,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,31447273464,33795427505
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,대웅제약,Healthcare,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,20228347713,1481271326
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,동원산업,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,7.03154E+11,6.43379E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,동원산업,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,15328396946,35538096063
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,동원산업,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1171435547,52740174269
"포괄손익계산서, 기능별 분류(세전기타포괄손익) - 별도재무제표(선택)",PL,별도,롯데케미칼,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,7.75704E+11,1.52281E+12
"포괄손익계산서, 기능별 분류(세전기타포괄손익) - 별도재무제표(선택)",PL,별도,롯데케미칼,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,3.94376E+11,1.42628E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,사조오양,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,3.13596E+11,2.96146E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,사조오양,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업손익,영업이익(손실),E,22613475410,12485240895
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,사조오양,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순손익,당기순이익(손실),F,13214801065,7958452185
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,8.25081E+12,8.18691E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,2.07406E+11,5.49904E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,삼성SDI,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,1.99669E+11,5.25837E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,7.79406E+11,7.46427E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,41419439299,23304778305
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,선진,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,26837227832,19384203967
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계건설,Construction,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,1.01615E+12,1.08427E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계건설,Construction,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,24238315742,21849352698
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계건설,Construction,KOSPI,2019-12-31,2019,사업보고서,당기순이익,당기순이익(손실),F,17514766085,43077882384
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,1.30587E+12,1.26368E+12
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,23368286702,28045554682
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신세계푸드,Consumer Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,3410748622,7301940982
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신테카바이오,Technology,KOSDAQ,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,461374128,286582471
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신테카바이오,Technology,KOSDAQ,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,-5194158068,-2953324707
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,신테카바이오,Technology,KOSDAQ,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-22966267289,3746607768
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,3.82788E+11,3.90703E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,28009965888,24727397597
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,아세아시멘트,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,14202621068,7358841895
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,매출액,매출액,D,3.07504E+11,2.81638E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,37175666214,41861075970
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에스엠,Media,KOSDAQ,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,12325433732,12390298990
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,매출액,매출액,D,3.2003E+11,3.08391E+11
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,영업이익(손실),영업이익(손실),E,-2806337319,-17019330461
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,에이블씨엔씨,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-28541478575,-10439938998
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,엔에이치엔,Technology,KOSPI,2019-12-31,2019,사업보고서,영업이익,영업이익(손실),E,30272820616,40446143974
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,엔에이치엔,Technology,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-1271813802,10100461145
포괄손익계산서(세후기타포괄손익) - 별도재무제표,PL,별도,이수화학,Industrial Products,KOSPI,2019-12-31,2019,사업보고서,당기순이익(손실),당기순이익(손실),F,-4431369126,28334323295
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",PL,별도,인포뱅크,Telecommunications,KOSDAQ,2019-12-31,2019,사업보고서,수익(매출액),매출액,D,72710688486,76182077759
